i,j,k,abs,arg,re,im
0,0,0,6.171049e-1,2.923193e-1,5.909261e-1,1.778335e-1
0,0,1,2.507867e-1,-2.760989e0,-2.328405e-1,-9.316254e-2
0,0,2,3.441658e-1,-2.658274e0,-3.047443e-1,-1.599407e-1
0,0,3,8.406792e-2,2.281357e-1,8.188970e-2,1.901296e-2
0,0,4,3.019406e-13,-1.321121e-1,2.993095e-13,-3.977408e-14
0,0,5,4.231453e-13,-2.216359e0,-2.545844e-13,-3.379921e-13
0,0,6,2.184333e-1,-2.428579e0,-1.652217e-1,-1.428807e-1
0,0,7,1.018184e-1,-1.978046e0,-4.032880e-2,-9.349100e-2
0,0,8,7.812434e-1,1.881652e0,-2.389618e-1,7.438001e-1
0,1,0,2.507867e-1,-2.760989e0,-2.328405e-1,-9.316254e-2
0,1,1,1.798522e-1,8.540145e-1,1.181560e-1,1.355949e-1
0,1,2,2.604001e-1,-5.948747e-1,2.156682e-1,-1.459295e-1
0,1,3,9.767985e-2,7.751417e-2,9.738655e-2,7.563993e-3
0,1,4,1.368442e-13,-2.363766e0,-9.749329e-14,-9.602807e-14
0,1,5,2.269347e-13,-1.320437e0,5.622359e-14,-2.198597e-13
0,1,6,2.567279e-2,9.419816e-1,1.510039e-2,2.076224e-2
0,1,7,1.428695e-1,-8.249207e-2,1.423837e-1,-1.177224e-2
0,1,8,1.842140e-1,-7.388098e-1,1.361840e-1,-1.240513e-1
0,2,0,3.441658e-1,-2.658274e0,-3.047443e-1,-1.599407e-1
0,2,1,2.604001e-1,-5.948747e-1,2.156682e-1,-1.459295e-1
0,2,2,9.542377e-2,-9.350315e-1,5.666198e-2,-7.677966e-2
0,2,3,4.366557e-2,2.537366e0,-3.593421e-2,2.480754e-2
0,2,4,6.954938e-13,5.727856e-1,5.844892e-13,3.769404e-13
0,2,5,2.998723e-13,2.124252e0,-1.576218e-13,2.551054e-13
0,2,6,3.436610e-1,-1.513959e0,1.952242e-2,-3.431061e-1
0,2,7,2.375746e-1,1.178554e0,9.081552e-2,2.195318e-1
0,2,8,3.667106e-1,-1.257443e0,1.130388e-1,-3.488536e-1
0,3,0,8.406792e-2,2.281357e-1,8.188970e-2,1.901296e-2
0,3,1,9.767985e-2,7.751417e-2,9.738655e-2,7.563993e-3
0,3,2,4.366557e-2,2.537366e0,-3.593421e-2,2.480754e-2
0,3,3,4.396543e-2,-1.554106e0,7.337782e-4,-4.395931e-2
0,3,4,4.767017e-13,-2.875379e0,-4.599093e-13,-1.254111e-13
0,3,5,3.184207e-13,1.366428e0,6.462320e-14,3.117942e-13
0,3,6,1.908696e-1,1.775355e0,-3.877239e-2,1.868901e-1
0,3,7,4.644089e-2,2.479784e0,-3.663639e-2,2.853999e-2
0,3,8,2.862963e-1,1.088295e0,1.328404e-1,2.536119e-1
0,4,0,3.019406e-13,-1.321121e-1,2.993095e-13,-3.977408e-14
0,4,1,1.368442e-13,-2.363766e0,-9.749329e-14,-9.602807e-14
0,4,2,6.954938e-13,5.727856e-1,5.844892e-13,3.769404e-13
0,4,3,4.767017e-13,-2.875379e0,-4.599093e-13,-1.254111e-13
0,4,4,2.998052e-24,2.172640e-1,2.927571e-24,6.462566e-25
0,4,5,1.843381e-24,-3.126329e0,-1.843167e-24,-2.813631e-26
0,4,6,9.247152e-13,1.837547e0,-2.437532e-13,8.920104e-13
0,4,7,1.430528e-13,2.144261e0,-7.761264e-14,1.201681e-13
0,4,8,6.376558e-13,2.676552e0,-5.699389e-13,2.859626e-13
0,5,0,4.231453e-13,-2.216359e0,-2.545844e-13,-3.379921e-13
0,5,1,2.269347e-13,-1.320437e0,5.622359e-14,-2.198597e-13
0,5,2,2.998723e-13,2.124252e0,-1.576218e-13,2.551054e-13
0,5,3,3.184207e-13,1.366428e0,6.462320e-14,3.117942e-13
0,5,4,1.843381e-24,-3.126329e0,-1.843167e-24,-2.813631e-26
0,5,5,1.366910e-24,2.489973e-1,1.324755e-24,3.368508e-25
0,5,6,3.185300e-13,-6.902924e-1,2.456057e-13,-2.028280e-13
0,5,7,7.747584e-14,-9.741069e-1,4.353422e-14,-6.408805e-14
0,5,8,6.406349e-13,3.091680e0,-6.398370e-13,3.196265e-14
0,6,0,2.184333e-1,-2.428579e0,-1.652217e-1,-1.428807e-1
0,6,1,2.567279e-2,9.419816e-1,1.510039e-2,2.076224e-2
0,6,2,3.436610e-1,-1.513959e0,1.952242e-2,-3.431061e-1
0,6,3,1.908696e-1,1.775355e0,-3.877239e-2,1.868901e-1
0,6,4,9.247152e-13,1.837547e0,-2.437532e-13,8.920104e-13
0,6,5,3.185300e-13,-6.902924e-1,2.456057e-13,-2.028280e-13
0,6,6,5.620835e-1,1.234229e0,1.856273e-1,5.305473e-1
0,6,7,4.764420e-1,-3.106946e0,-4.761561e-1,-1.650360e-2
0,6,8,5.062614e-1,2.461574e0,-3.936490e-1,3.183412e-1
0,7,0,1.018184e-1,-1.978046e0,-4.032880e-2,-9.349100e-2
0,7,1,1.428695e-1,-8.249207e-2,1.423837e-1,-1.177224e-2
0,7,2,2.375746e-1,1.178554e0,9.081552e-2,2.195318e-1
0,7,3,4.644089e-2,2.479784e0,-3.663639e-2,2.853999e-2
0,7,4,1.430528e-13,2.144261e0,-7.761264e-14,1.201681e-13
0,7,5,7.747584e-14,-9.741069e-1,4.353422e-14,-6.408805e-14
0,7,6,4.764420e-1,-3.106946e0,-4.761561e-1,-1.650360e-2
0,7,7,1.892198e-1,6.783493e-1,1.473284e-1,1.187371e-1
0,7,8,3.777507e-1,8.420158e-1,2.515670e-1,2.817971e-1
0,8,0,7.812434e-1,1.881652e0,-2.389618e-1,7.438001e-1
0,8,1,1.842140e-1,-7.388098e-1,1.361840e-1,-1.240513e-1
0,8,2,3.667106e-1,-1.257443e0,1.130388e-1,-3.488536e-1
0,8,3,2.862963e-1,1.088295e0,1.328404e-1,2.536119e-1
0,8,4,6.376558e-13,2.676552e0,-5.699389e-13,2.859626e-13
0,8,5,6.406349e-13,3.091680e0,-6.398370e-13,3.196265e-14
0,8,6,5.062614e-1,2.461574e0,-3.936490e-1,3.183412e-1
0,8,7,3.777507e-1,8.420158e-1,2.515670e-1,2.817971e-1
0,8,8,1.208824e0,-2.477638e0,-9.520225e-1,-7.449212e-1
1,0,0,2.507867e-1,-2.760989e0,-2.328405e-1,-9.316254e-2
1,0,1,1.798522e-1,8.540145e-1,1.181560e-1,1.355949e-1
1,0,2,2.604001e-1,-5.948747e-1,2.156682e-1,-1.459295e-1
1,0,3,9.767985e-2,7.751417e-2,9.738655e-2,7.563993e-3
1,0,4,1.368442e-13,-2.363766e0,-9.749329e-14,-9.602807e-14
1,0,5,2.269347e-13,-1.320437e0,5.622359e-14,-2.198597e-13
1,0,6,2.567279e-2,9.419816e-1,1.510039e-2,2.076224e-2
1,0,7,1.428695e-1,-8.249207e-2,1.423837e-1,-1.177224e-2
1,0,8,1.842140e-1,-7.388098e-1,1.361840e-1,-1.240513e-1
1,1,0,1.798522e-1,8.540145e-1,1.181560e-1,1.355949e-1
1,1,1,2.026512e-1,2.599773e0,-1.736259e-1,1.045063e-1
1,1,2,5.851501e-2,-2.200462e0,-3.445799e-2,-4.729327e-2
1,1,3,4.011626e-2,-7.502365e-1,2.934615e-2,-2.735174e-2
1,1,4,3.281184e-13,1.337014e0,7.601152e-14,3.191927e-13
